真实值,预测值
0.87703097,6.3643494
0.883133,6.5672154
0.880701,6.7070622
0.878343,6.018962
0.909818,5.949952
0.87659705,6.820483
0.89431995,6.354511
0.901959,5.853982
0.901358,5.9583955
0.89123505,6.414844
0.882563,6.235752
0.83615804,6.42204
1.03213,6.327945
1.913857,5.9955115
1.89278,8.350128
2.916842,7.2473464
3.092448,9.467725
4.2297683,8.3037815
4.0726514,11.260972
2.446512,9.490822
1.153684,6.5064864
1.236166,5.7533054
1.506877,6.0019174
1.2519889,5.9654274
2.09398,6.155905
3.6834211,7.3082724
4.833351,9.849004
5.632339,11.881878
6.74018,12.215691
10.18992,13.566431
12.87509,18.5377
13.308902,19.666912
19.393415,18.580772
24.782637,28.72548
25.700115,32.729385
23.261065,30.286348
29.34031,26.296448
31.206718,38.112347
33.01289,34.9101
33.672398,37.922684
33.488598,37.446907
32.659756,36.54346
34.731293,35.17562
38.559704,38.813034
39.207035,43.021297
44.628613,41.95682
45.90198,50.289543
29.396015,47.96007
19.455076,21.974758
15.856211,17.816595
12.772292,16.747679
10.711247,13.576443
7.147167,13.412098
5.949603,8.35739
4.2379894,9.655065
1.98027,6.573489
1.753687,3.866768
1.16227,5.2061095
0.810147,5.2680516
0.770305,5.0601354
0.783665,6.123779
0.7943329,6.8939505
0.799101,6.103998
0.790975,5.134138
0.80634093,5.0684314
0.81664497,5.338994
0.823316,6.6128
0.79733294,6.932431
0.81825197,7.3508177
0.786105,6.671909
0.87531203,6.437541
1.384607,7.319384
1.4022349,7.484126
1.620063,7.4275594
1.992942,7.236569
1.794304,7.3860917
0.93275005,7.189535
0.842486,5.2160487
0.81677294,6.7119513
0.82661396,5.869566
0.976131,6.067793
1.139694,7.6125574
4.263834,7.0378304
5.070794,12.43785
3.5785034,11.219528
3.902831,7.3234587
4.705305,10.03945
4.447801,10.329005
2.9817438,9.263606
1.618614,6.8131175
1.216097,6.6695957
1.519895,5.7001467
1.1105909,7.192719
1.0272,5.381578
0.898276,6.428461
0.82315093,6.7334895
0.760996,7.0918765
0.75500005,5.9441
0.76875603,7.0231376
1.062668,6.0469937
0.915214,7.135492
1.071458,6.543673
1.1350639,7.915723
0.97282493,7.4401426
0.94948995,5.882539
0.95892704,6.0226035
0.84663606,7.028612
0.922055,5.7097306
0.886264,6.0192633
0.88455,6.452178
0.874544,6.9073086
0.86646205,6.475217
0.87609303,7.02733
0.89578694,6.0937805
0.868008,7.608022
0.85402495,6.9734883
0.85898495,6.9210715
0.899907,6.9769464
0.90199995,7.094859
0.890766,6.791122
0.918274,6.2659864
0.874122,6.3274183
0.940037,8.401312
1.902043,8.831614
3.9173663,9.444451
4.019792,8.615006
4.242669,6.125547
5.315753,8.3922205
6.808604,11.254517
10.702585,12.873347
12.00112,19.534267
10.238425,17.778452
12.323318,15.258496
12.499731,19.433397
11.595744,17.561401
10.541671,15.595252
12.34632,14.714166
12.636228,18.469189
12.234605,17.806812
11.521967,16.093056
11.447554,15.537633
11.005917,16.202587
10.360649,15.410055
10.297711,14.276252
6.4084215,14.514499
4.2969832,8.081882
2.6104548,7.4307027
2.249867,5.762921
1.67402,5.8897905
1.5239589,5.498149
1.310588,5.694603
0.972488,6.155583
0.775048,5.6217017
0.778298,5.589472
0.83158195,5.8377333
0.804581,6.2206383
0.81131995,6.451361
0.788774,6.0132422
0.8087,5.6671557
0.81304395,6.64221
0.815293,6.2842712
0.841814,6.8415775
0.798587,5.902792
0.701608,5.377527
1.517729,6.6570807
1.316206,7.2857337
1.137471,6.298042
1.0519019,6.748259
1.402051,5.7484508
1.944067,7.205159
3.970594,7.058515
5.620482,9.987173
5.651289,11.999604
4.9283133,10.5413475
5.741092,9.844584
5.199281,12.096613
6.133529,9.850218
7.1544266,12.760189
8.545078,13.258229
10.564226,14.046843
12.308617,16.528852
11.695852,17.80489
10.838503,15.2008295
9.199672,13.494888
10.359772,12.344727
11.006929,15.023328
14.186586,15.125118
19.008501,21.637785
22.832726,26.561527
25.187054,29.526993
27.335102,29.931019
29.975328,32.13131
29.603598,34.987514
29.728746,32.79049
33.74623,33.5133
34.520367,39.600487
35.006817,36.076706
29.610409,38.075603
27.266233,28.000896
23.757936,36.085453
20.585752,20.307745
19.118383,21.049847
17.748207,19.931177
13.875426,19.190754
12.832044,14.505552
13.45587,15.674392
16.088696,16.130774
17.915413,20.401556
21.246918,21.1596
24.190708,26.083437
27.799463,28.557713
30.759632,33.75132
33.526993,36.36009
30.035294,38.369396
26.45287,30.2803
23.198341,28.266422
23.335613,24.011864
25.062206,26.98676
23.89183,28.481224
26.280163,25.60774
29.752178,31.070276
31.361614,33.792564
31.924276,34.046036
39.10531,34.5893
42.11971,45.664032
44.313442,45.12737
42.354156,47.33498
45.42098,41.986465
56.931763,49.086166
61.283234,63.758873
64.970085,62.51137
69.570404,67.981926
72.8022,70.431816
67.283585,72.9061
64.523384,62.976673
65.82901,62.13669
71.01133,65.7379
71.428734,72.70427
69.75514,69.83293
67.17351,67.54462
59.716915,63.78303
49.42013,53.31465
46.849792,42.975784
44.909386,45.425888
40.907112,43.348495
38.543354,38.442577
35.67588,37.449852
31.231096,33.302895
29.636457,28.76403
29.843346,29.115782
26.70082,30.753326
19.745066,25.136452
19.42196,16.702677
21.445694,21.346529
25.184282,24.46431
28.435545,29.010027
31.434582,31.703142
30.195642,34.96276
30.457357,30.35644
32.1419,32.232807
32.935886,35.751495
29.186707,35.012997
25.311052,27.9319
22.279713,24.412605
17.238594,23.144405
14.033069,16.105137
15.221359,14.443329
17.153309,19.085972
22.2519,20.572401
30.411804,28.279184
34.736435,37.454823
39.907436,39.846542
41.48614,45.462605
40.59233,43.068604
38.543148,41.507618
36.47447,39.167366
36.637814,37.974483
38.020638,48.128113
39.77592,33.501926
40.34177,42.208523
38.59882,41.53359
42.80642,36.91388
43.694054,47.36219
42.156437,44.397717
39.29592,38.69373
37.386673,39.618763
36.759693,36.22268
41.20134,36.5789
42.864967,45.405262
43.686462,44.958675
49.656,46.36284
54.74847,53.062458
56.446846,56.498524
61.53037,57.44106
64.442566,63.593044
62.45692,66.53556
62.705605,59.285385
58.05312,61.94647
48.7934,54.26385
47.559322,43.057518
49.617855,48.258396
48.55198,50.54358
43.559868,47.968307
44.333862,40.966034
41.8024,46.83877
40.626186,38.796604
37.91792,36.93355
37.87044,35.84531
31.905775,38.71874
25.369219,28.110262
24.105412,31.85708
27.971437,20.082027
33.681915,30.917984
41.663403,37.273087
44.937397,46.331203
50.201756,48.24401
69.941315,53.35669
75.838196,83.53216
73.83693,77.295815
83.271706,70.834274
80.9178,89.60368
71.13691,76.27078
66.21238,65.96341
55.15078,64.8699
50.68421,50.7076
44.099472,50.76937
38.785717,41.978546
36.74054,38.268345
30.294779,38.474693
33.781834,28.83579
36.490963,39.075863
31.250265,39.78103
25.433369,30.11588
21.844353,25.407417
19.218624,22.827175
17.235624,20.595888
13.924818,19.515232
9.115798,15.432207
5.6065173,10.151361
3.839393,7.987848
3.101498,6.798607
3.7591283,6.339564
5.685365,8.503646
7.765469,11.80153
6.8219633,13.421712
3.6846051,10.149887
2.805176,5.805416
4.8245234,7.2313366
7.1801434,11.042481
10.774351,13.224677
13.955083,17.543083
15.532086,20.965614
15.365766,20.914549
14.237652,19.328342
13.019797,17.24469
14.5286,17.10465
13.389085,20.218937
12.489309,17.259338
11.015129,16.41143
11.625751,15.104805
14.910612,16.777102
15.970067,21.513313
14.943564,20.034704
14.02541,18.661034
13.36365,18.08301
13.922993,16.907211
15.152697,18.079844
14.691962,20.161604
16.149078,18.000704
16.669334,21.32566
16.980997,21.219128
15.092697,21.633242
13.227527,16.30342
11.677642,13.065415
10.529839,14.024174
8.998489,15.143388
11.4257555,13.525668
13.8873415,18.073744
15.390607,19.847836
17.94457,20.075012
18.968597,23.241053
19.109674,23.295055
18.045685,22.841335
20.61039,21.684319
20.072096,27.727224
19.11024,21.39274
17.538336,22.922031
18.779394,20.481752
19.664888,24.683945
20.23817,21.153278
20.033926,23.065159
26.67429,22.968412
30.3597,34.31778
30.676254,35.239273
32.488388,33.37651
34.774944,37.75336
32.430454,38.68272
34.25012,33.82198
35.496353,39.362503
37.083977,38.874702
39.334763,40.47745
36.19753,43.401707
33.75128,36.44921
30.87805,35.94508
26.947893,32.345253
22.516241,27.886696
20.673634,22.43918
23.703548,23.039186
27.213234,29.207079
28.80481,31.56307
27.431574,31.760115
24.243673,28.779697
21.711748,24.643244
21.809053,22.775414
23.096514,24.385405
22.324717,26.3997
20.288109,25.12033
19.316805,22.1066
18.266611,22.350119
20.385805,21.517363
19.241112,25.625595
22.041416,22.069242
19.877487,28.245361
19.429926,22.57083
16.643442,23.701662
12.8021555,18.717676
10.468689,15.256001
8.1247225,13.883975
6.176658,11.994848
3.795337,9.287773
2.793963,7.2141232
3.644943,6.928823
4.585141,8.858755
2.567558,9.505012
1.187448,6.2956343
0.853066,5.7249656
1.044211,6.1939898
0.82864994,6.325983
1.822897,6.317216
1.265218,8.026461
0.83981496,5.679078
0.763237,5.7692785
0.75926805,6.8904715
0.781005,7.079513
0.78424007,7.056231
0.77808905,5.9845443
0.791531,6.368382
0.786857,7.4246535
0.79718095,6.25074
0.751656,6.4987907
0.68899006,6.965606
0.948543,6.630083
0.726682,7.4215746
0.770985,6.924868
0.796569,6.9418273
0.727454,6.438542
0.768793,6.918339
0.81551796,6.823743
0.765295,5.9099426
0.898296,5.896681
0.98023,6.987227
0.93112206,7.241104
0.821964,7.0738854
0.803023,5.8316374
0.81899697,6.1797543
0.81921,7.112829
0.813529,6.790526
0.812931,6.8160806
0.84008497,6.8077106
0.844977,7.0551624
0.86467797,6.598059
0.81446993,6.522675
0.837518,6.294948
0.871119,6.9899025
0.915403,6.940762
1.1072099,6.552443
0.90916693,7.321391
0.82177997,6.815412
0.905848,7.4477944
0.828864,7.0448184
0.795864,6.3026586
0.797102,6.1614275
0.844474,6.071263
0.84217995,5.949558
0.849248,6.809494
0.84734994,6.977121
0.787671,6.751678
0.859977,6.5087028
0.85801506,6.703267
0.843491,6.374949
0.85100293,6.5319567
0.80229,6.61578
0.81842506,6.634596
0.831302,6.509412
0.86176693,6.3070526
0.77939403,6.819066
0.68379,7.4436684
0.68254906,6.9695096
0.750113,7.0999484
0.843104,7.680183
0.85496396,7.4490824
0.733738,6.941144
0.71580803,6.8593736
0.82699203,6.9837117
0.83822405,6.322176
0.792241,6.595688
0.689327,6.911784
0.80829805,6.806113
0.83257204,7.714995
0.83014405,8.186868
0.808127,7.948386
0.85287595,8.175451
0.840422,8.737878
0.823349,7.829233
0.807559,6.1807942
0.804115,3.9655895
0.700779,3.9372165
0.662347,4.420383
3.9943612,5.465191
11.606919,10.646057
14.073106,20.681732
9.116522,19.743258
5.103786,12.332737
3.312744,8.936382
2.362944,7.5878234
2.266348,7.114507
1.381739,7.720382
1.870301,6.1313705
1.893829,7.57814
1.530085,7.039779
2.257043,6.1358066
2.800694,7.697997
3.2405732,8.092891
1.859277,8.36852
1.613893,6.2973585
1.4776449,7.3388877
1.040836,7.8042536
0.964773,5.7263303
0.767093,6.030808
0.75208706,6.28478
0.76154304,6.0940604
0.77218705,7.8513494
0.786701,7.312951
0.776599,6.736955
0.77385706,7.508624
0.740254,6.952144
0.792488,5.1290326
0.79859096,4.3673325
0.80197,5.6480174
0.81931806,6.0190854
0.806959,6.40373
0.80759597,5.756298
0.789935,5.958614
0.81054693,6.205945
0.803086,7.304857
0.81097406,7.3991575
0.81032,6.6405067
0.818069,7.427317
0.80062,7.461274
0.81847,5.7449293
0.81649506,5.8928494
0.81580895,6.8831387
0.81681997,7.495102
0.821571,6.62498
0.83359003,6.796709
0.868195,6.824009
0.87492394,7.2502146
0.891547,6.8910675
0.790978,7.0088224
0.84924495,6.48253
0.83643293,6.8393188
0.7905899,7.0753164
0.77801204,6.8743734
0.791864,6.5043917
0.81480104,6.749991
0.936359,7.7570634
0.949723,6.271744
0.91216195,6.451799
0.838836,6.0470266
0.68607706,5.734405
1.005636,4.8427825
0.85742795,6.3944254
1.1035659,5.390569
0.82442,6.965937
1.204228,5.3353114
2.569649,6.6889462
4.817388,9.2731905
4.928578,11.352095
3.7069352,10.051629
2.327739,8.386526
0.91738003,7.414063
0.693454,5.4769883
0.824911,5.493243
0.655222,5.980641
0.89286697,6.1919265
0.77638304,6.6220894
1.0484769,6.3647466
1.908434,7.2453146
2.028583,9.296137
3.834927,7.843604
7.0600123,8.271511
11.271947,11.273539
12.199108,17.13171
12.195971,17.788115
13.627246,18.246223
18.339174,19.221756
26.10681,27.11515
32.174667,36.172302
36.45582,38.94133
43.304592,44.494705
46.51111,50.559982
54.580788,51.02264
49.314438,61.390404
44.850807,47.68928
39.332905,45.662735
32.482567,38.67972
34.75387,30.983112
37.767387,39.134266
38.23224,41.25699
37.35753,40.125065
25.835938,37.99081
15.452503,21.626648
9.778918,13.281201
9.254184,10.354003
11.090903,12.523798
8.93547,15.613626
4.7148213,11.168119
1.521876,6.5875783
1.4185439,4.3147206
1.227322,5.623214
0.912903,5.1119604
0.723283,4.692405
0.81957996,5.513618
1.015492,6.3452473
0.81096095,6.0527883
0.708427,5.595747
0.8384,5.745393
1.255613,6.023194
1.160496,6.613285
0.83045495,5.810414
2.476049,6.1531086
4.133738,8.71303
4.7066474,9.786595
7.0006385,9.090488
9.871502,12.834671
13.98994,16.320387
17.161913,20.096718
17.74643,22.635212
19.32324,21.669632
20.084467,22.857723
22.614643,23.48266
26.781893,26.613262
37.846066,32.04152
42.12467,45.2472
56.0006,45.534943
65.69616,65.351395
75.112724,69.7565
64.304565,79.40998
55.122395,56.300568
60.650394,51.601547
68.35275,65.08085
65.76116,70.57955
64.12656,64.235756
53.34317,63.196617
47.87129,47.818764
44.507355,45.758373
47.33994,43.615574
46.948986,50.50819
40.29889,47.65565
33.68999,37.68114
24.235003,32.05519
24.361258,20.80096
20.148254,27.735714
16.374208,19.622421
14.998356,17.213264
17.490623,18.73907
17.067389,22.646528
16.59965,20.211832
16.686579,20.099115
15.005305,20.836317
11.816586,17.631311
4.3434134,13.692909
1.6392959,5.715631
1.322407,6.12214
1.0751339,6.4045606
0.880484,6.500293
0.828409,6.617068
0.84922,6.124915
0.818573,6.1646237
0.849904,5.9557514
0.842952,5.3461614
0.807885,6.6782994
0.915427,7.0852346
0.89119405,7.11264
0.882593,8.229822
0.88705903,4.6937065
0.76440203,1.5759214
1.300902,9.349445
5.437495,6.720285
12.744531,10.6507435
22.324959,21.470675
29.06619,36.08536
30.878357,33.623642
25.972456,34.27487
25.249287,28.071335
29.232136,28.714844
24.290564,35.552734
22.102177,25.597189
29.256424,25.916342
33.320145,36.874283
25.840385,37.878593
24.690481,25.06719
27.000498,28.393085
28.502005,30.801723
29.8571,31.979465
24.052805,34.08233
22.649368,23.626863
22.255121,25.280298
21.659527,25.191624
21.692314,24.070547
16.636013,24.82811
16.632921,16.70684
17.321964,20.69796
14.733312,20.94806
20.413488,16.236195
18.82752,28.188173
12.844201,20.436531
9.383486,13.066399
6.920146,11.523923
13.818088,9.271889
11.1665,23.948225
8.284459,12.079157
3.0741408,10.908036
3.673185,5.5692353
2.6301122,8.771271
1.200063,6.6731396
1.2406069,4.8417697
0.86973494,7.0586824
5.266179,5.599509
6.6779947,13.194215
3.04848,11.49455
2.5091069,5.7645884
2.7113311,8.106798
1.6388861,9.884239
2.6626408,6.1941657
3.405014,9.758772
18.811138,7.40631
31.118214,33.881172
29.063828,40.80499
15.543836,31.62358
11.267123,12.051743
10.074566,13.118834
16.820892,12.653863
20.544304,24.379356
16.1821,25.667963
15.309063,19.106363
26.124447,18.262976
32.969666,36.50326
27.915014,39.997322
18.574085,26.901976
18.453888,17.287174
18.870312,23.570942
26.245468,22.6928
34.905666,35.245804
22.580147,44.02459
15.663241,17.27397
14.1344,17.305637
7.037899,15.708524
4.256285,5.6077523
2.100873,8.385336
2.536752,5.4993796
6.50774,8.073978
4.413894,14.18839
2.5131319,7.2092586
1.2366079,6.3516335
1.720817,5.402573
2.229956,7.420353
3.1633842,8.4368105
3.6019733,8.838784
3.4540284,7.681715
3.5135913,7.902592
2.127211,9.317845
3.161641,6.5157666
3.5371993,9.148983
3.826168,8.756444
5.5004964,9.45913
4.7355113,11.877505
7.991744,9.568325
12.761152,16.705074
9.339415,22.9632
7.007851,11.926738
4.076819,11.572038
5.1475635,8.977134
8.590329,13.385518
14.513453,18.8039
16.009497,26.214376
14.587221,17.064154
12.1900015,14.474632
10.401207,13.802427
17.148212,11.735394
36.34098,24.801735
36.769753,50.885193
34.59909,37.76626
35.75723,35.98988
36.211155,37.36715
37.818478,38.093636
34.80653,41.82181
32.014065,35.595173
29.136024,33.000526
30.763836,30.353956
33.089607,33.923622
36.71668,36.614956
39.59285,40.479954
43.36553,42.956127
42.958305,46.856243
39.634052,44.18812
27.850119,39.03281
25.918827,22.995354
23.888702,27.9284
17.66488,24.112112
15.074966,15.844957
13.772587,16.439222
15.102169,15.976278
23.76837,18.29622
32.178825,31.973759
36.320786,39.38693
44.77147,40.110615
64.26688,51.833836
95.483025,78.44479
84.394684,111.85841
67.740456,73.37968
58.339867,59.187187
65.475784,60.012527
59.93519,55.822945
55.011665,50.137947
53.53378,47.331154
64.746216,69.46027
73.49261,75.621185
68.44658,66.981125
55.599022,61.707027
46.49843,45.688274
37.934868,41.836994
36.918407,34.551346
58.185764,38.02663
86.34296,73.95994
106.80865,97.418465
125.413216,110.87349
109.60929,131.32074
82.95409,93.87621
72.379425,65.58425
85.45506,65.342735
94.434296,90.608826
89.06244,91.156296
77.93315,79.196815
61.889652,61.04229
61.78819,47.930313
50.605366,63.508015
53.279167,43.081425
52.61478,57.245384
52.29661,51.123016
51.639576,49.722996
50.300564,50.17594
53.714054,47.69504
50.249493,55.72595
37.965706,45.83978
34.64294,31.323395
31.815615,34.17882
28.21255,30.832184
26.859777,27.980091
30.533087,28.276445
60.994373,33.74207
99.4315,81.744354
110.90096,116.79024
107.49496,108.05968
82.01606,100.177956
64.324196,76.96371
63.922882,48.514286
57.291367,66.85353
51.335094,49.5059
46.871483,48.582745
53.75602,43.95688
64.04896,57.174816
41.922268,67.46702
18.747387,25.145494
5.8968525,13.962902
8.404347,2.3074424
17.102211,15.911437
19.293823,28.70037
26.518152,26.472723
32.496353,38.60506
41.959454,39.05762
35.307465,41.076313
32.16028,27.270239
29.881453,36.544056
33.92197,25.230488
48.114384,35.752037
49.566708,74.814476
46.735207,37.85549
34.51661,46.12535
25.58054,28.520464
20.467201,21.760344
16.605429,20.830505
13.610268,18.859102
9.2084465,20.027552
3.204773,9.208022
1.481098,3.4520607
1.6144929,4.99824
1.088396,4.779605
0.773868,5.2699313
