真实值,预测值
0.588957,5.5027294
0.608224,4.540932
0.586941,5.396942
0.665881,5.538807
0.69071704,4.8487535
0.738667,5.7407565
0.70095104,5.714671
0.791449,5.793604
0.79324996,6.0276613
0.722265,5.9300737
0.717688,10.530516
0.839493,9.158129
3.895242,6.3939304
4.214294,11.738815
4.707327,7.7990847
8.19443,9.472835
15.43251,15.8038645
17.558678,24.622076
12.141801,24.575754
6.121363,13.794993
3.8761473,8.149954
2.229466,8.544242
1.9291271,6.3530736
1.947331,7.5161376
0.902493,7.72127
0.783536,6.140655
0.816859,6.692916
0.814168,5.8096433
0.809872,5.9996376
0.796871,6.605129
0.960445,6.231039
1.207383,7.494154
1.633769,6.7595873
1.466479,7.4445786
0.91837305,8.464941
1.042982,5.960847
0.92495096,7.11174
0.759374,6.2112994
0.76605904,6.0711155
1.014927,6.5101957
0.86757594,6.879002
0.621917,6.4614134
0.89345104,6.074221
1.1212339,6.5234275
0.797011,6.8929543
1.317367,6.0726295
1.1192039,7.252568
1.2506659,6.617948
1.053594,6.880687
0.90000606,6.4311504
0.980997,6.4276185
0.945045,6.943702
1.365876,6.320373
1.188231,7.2361083
1.062331,6.6750145
0.89165497,6.3636527
0.822413,6.5676684
0.827728,6.421917
0.78934,6.2510834
0.73953205,6.0733924
0.688066,5.8133435
1.059406,5.6909375
0.99433804,5.8861275
0.866486,5.281097
1.293613,6.1266017
1.272514,7.197846
1.045288,6.3659863
1.033252,6.897571
0.92022496,6.832874
0.87935704,6.8433685
0.788203,6.741075
0.773934,6.7427187
0.541112,7.3985243
0.710634,6.5689535
0.78436506,6.411651
0.94152105,5.0238066
0.46600202,6.0102253
0.84,4.5539846
0.908939,5.7049623
0.64550203,6.2412086
1.299777,5.481966
1.771356,7.1077886
1.86707,7.8625164
3.5634704,7.466108
4.735531,10.537806
5.0737114,10.766129
7.1955743,10.50667
7.032404,13.856215
4.8607383,11.905487
6.2851253,8.516682
7.8956213,12.906407
6.717046,13.64702
4.1174083,10.566205
2.932016,7.455681
2.152163,7.110738
2.591299,6.7433567
2.077988,7.934635
1.9055799,6.691561
1.995351,6.9910445
1.39163,7.0956025
0.87330604,5.6166096
0.685865,5.203561
0.682652,5.1936216
0.68278503,5.7134852
0.683313,5.527044
0.72700804,6.327712
0.738098,7.1334887
0.741934,6.9375267
0.758552,5.9955926
0.760668,5.864155
0.76914304,5.659728
0.755847,5.854888
0.755557,6.71491
0.77699,6.1318717
0.79900795,6.5484343
0.81089294,6.5442476
0.787197,6.96354
0.795807,6.791975
0.80743796,6.539986
0.831358,7.0341253
0.833918,6.8139434
0.825907,7.1124187
0.824163,6.5916457
0.81817496,6.7893343
0.819126,7.1764946
0.78929394,6.391863
0.79455894,6.940244
0.804709,6.432143
0.853148,6.514361
0.86171705,6.5166106
0.861523,6.7966247
0.835002,6.6853766
0.82507503,7.351698
0.71378404,6.5866046
0.746809,5.848789
0.777865,6.469619
0.75882703,6.3506765
1.026749,6.2922153
0.885608,6.488096
0.974495,6.402979
0.95758,7.0465055
1.050601,6.3502507
0.85586405,6.555994
0.832191,5.9849267
0.819745,6.813817
0.81867296,6.797171
0.81026995,6.000116
0.81657195,6.796455
0.816802,6.922748
0.842247,6.6131387
0.85602295,6.734543
0.86285204,6.3950577
0.84694904,6.5684676
0.8293089,6.5963197
0.83848095,6.476393
0.819545,5.8235807
0.858254,6.005723
0.842148,5.9610124
0.857195,6.037805
0.858858,5.718585
0.864861,6.147183
0.852769,5.9227786
0.87579197,6.3189645
0.879485,6.4003725
0.88671094,6.2090554
0.82488203,6.259015
0.91061205,6.460539
0.90524995,6.556518
0.840608,5.734474
0.834132,6.1214447
0.833441,6.271699
0.821783,6.343711
0.81163305,4.837925
0.828813,4.8151546
0.8326709,5.1742067
0.818165,5.4625545
0.81773394,6.594186
0.83515096,6.7257714
0.80069,6.849479
0.786674,6.989645
0.80924004,6.254764
0.78805304,6.6811934
0.779781,6.40765
0.78330904,5.5665717
0.73639405,6.0272264
0.559595,6.434744
0.747218,5.7924933
0.693299,6.180821
0.654826,6.04848
1.2210649,5.9423738
1.379889,6.698917
1.0451779,6.020416
0.845138,5.62159
0.660284,5.9082255
0.74447805,4.914277
0.743532,5.1720276
0.77157605,5.954638
0.762175,5.98502
0.746424,5.946247
0.79120404,5.6211963
0.75061005,5.4965415
0.79297,5.1703725
0.79357696,4.6304193
0.801134,4.760536
0.756571,4.8383584
0.75115705,8.53393
0.77288103,8.197445
0.79434496,7.3913584
0.830397,7.064268
0.80533904,5.8617153
0.84657305,5.846571
0.80589706,5.783458
0.81517404,6.66104
0.839353,7.428921
0.82683194,6.249482
0.83246696,6.4958954
0.82853895,6.535774
0.826288,6.7444897
0.829498,6.5040503
0.826901,6.4306626
0.820835,5.723014
0.83184004,6.0920696
0.840746,6.165779
0.816375,6.581723
0.83123696,7.163246
0.818119,6.8370843
0.833415,6.960818
0.822869,7.167065
0.839375,6.745478
0.844296,6.0042014
0.850201,5.16015
0.83934003,5.7251506
0.835686,6.1766286
0.855606,6.6338463
0.866243,5.458494
0.85669297,6.0328274
0.856554,7.239392
0.85183805,5.8637047
0.86132294,6.7374997
0.860777,6.720905
0.848143,5.632711
0.882474,5.745032
0.872872,6.619647
0.87484497,6.002861
0.853773,6.150671
0.869745,5.887774
0.861812,5.8042154
0.84267795,6.420334
0.845049,7.099536
0.84483397,6.4589963
0.845823,6.0676107
0.871723,6.094604
0.855689,6.7464204
0.871318,6.235611
0.847604,6.525934
0.865117,6.0049496
0.87753105,6.5267982
0.871454,5.851978
0.857295,5.705105
0.86390096,5.9349194
0.87041897,6.253586
0.86048704,6.2859073
0.84225094,6.1440377
0.715183,6.1805263
0.667022,6.631529
0.84857196,7.1523304
0.879618,5.827496
0.867656,6.8474255
0.84101796,7.05305
0.688879,7.4818296
0.86381197,7.8423915
0.840773,8.215906
0.808793,7.753509
0.716159,4.6799874
0.8421,3.5407596
0.81801,5.702452
0.84334296,5.7608743
0.849077,6.6019387
0.834878,6.136189
0.82343996,5.4067717
0.855471,6.520004
0.79977703,6.3214593
0.78801805,5.657618
0.728038,5.850052
0.832044,5.638125
0.884233,6.078987
0.84655195,6.3472877
0.834381,5.8644543
0.796492,5.6864047
0.743031,4.857263
0.75538903,4.947727
0.770518,5.0681095
0.78165,4.899527
0.789981,5.4560866
0.79781705,5.839699
0.77032,5.3616033
0.77454,5.1696186
0.777346,4.9946375
0.777879,5.124205
0.749831,5.090722
0.76981,4.913746
0.76460505,5.8455706
0.787284,6.012905
0.806166,5.3926926
0.80485994,9.038624
0.7989119,8.030686
0.819224,6.2625284
0.820294,6.6173296
0.840439,5.453348
0.82392406,5.9490976
0.82816803,6.503534
0.816602,5.9049797
0.801266,6.4387193
0.82737094,6.1598487
0.837723,6.969365
0.82109004,6.669435
0.846446,6.3923955
0.82964903,6.7697086
0.854423,5.930444
0.84170896,6.35841
0.832743,6.5542426
0.83125097,6.663113
0.82409203,6.616833
0.83465505,6.5861955
0.83562404,6.9881043
0.844191,6.925839
0.825554,6.6721225
0.832514,6.3972816
0.8358939,6.6354747
0.850527,5.9400477
0.87349105,6.3173304
0.894386,6.7582135
0.89184,6.695489
0.8508,6.738445
0.85919,6.3967505
0.848157,6.440239
0.84805197,6.1323924
0.868666,6.375307
0.867661,6.5088415
0.878695,5.714265
0.85713595,6.2949557
0.848528,6.2809925
0.839826,5.8766685
0.85386,6.702525
0.843195,6.6567492
0.880494,6.2094393
0.895426,6.5692754
0.930936,6.4768195
0.924783,5.7464585
0.904026,6.132911
0.92828006,5.865551
0.94751894,5.7213206
0.937001,5.758891
0.876368,6.064699
0.889966,6.548949
0.84363896,6.555668
0.864031,6.7745886
0.851358,7.135346
0.855432,6.7938333
0.859644,6.7189455
0.86151606,6.278061
0.877298,6.207357
0.879087,6.728772
0.848044,6.388083
0.849235,6.1550713
0.82119197,6.1746063
0.852983,5.4778085
0.849628,6.0773153
0.87148297,5.4722886
0.88310903,4.866421
0.817027,5.027111
0.83101296,5.819068
0.80764204,6.2579827
0.850485,7.0192957
3.107958,7.035737
3.711349,10.156332
1.54662,9.234133
1.162776,5.210326
1.775466,5.716063
1.15777,8.206524
0.746835,4.7799287
0.700218,3.9394736
0.70820504,4.460582
0.75044006,3.9692054
0.74557006,5.95338
0.73336804,9.247693
0.708022,9.090414
0.727198,4.7634764
0.76925,3.2348251
0.751829,3.5014935
0.76162606,4.060834
0.77049303,5.2483797
0.739322,5.861145
1.189092,5.9125323
1.572976,7.0128536
2.8008568,7.9058514
3.250793,11.126912
2.2317119,10.018724
1.474997,7.1446753
0.91418695,7.0790334
1.1686339,5.423213
0.871157,5.249782
0.696699,4.534412
1.108063,5.3954344
1.191265,7.1763167
2.0173948,6.5341444
3.0462208,5.6581254
2.157656,6.760788
1.4234679,4.53604
1.445688,5.514253
3.898562,6.400073
10.552171,10.00474
21.915693,19.44589
29.098892,32.935486
29.762327,34.117653
29.623096,30.22453
23.03486,31.447561
26.236713,19.265873
28.171654,31.235786
27.536428,30.395206
40.816513,28.653053
66.718,51.728737
75.71768,81.33281
88.559235,73.37207
111.901886,91.85796
113.25377,117.30726
133.73453,104.22155
178.42528,137.85626
195.56853,182.35812
198.43108,187.08968
200.61261,189.30046
202.00868,191.15288
202.15038,192.15881
201.5201,192.91159
201.03023,192.15837
200.47546,189.05005
200.51126,188.86989
200.65694,187.45833
201.39839,185.68121
202.033,190.23042
200.52762,192.89404
201.46898,191.08267
201.01192,191.44455
200.38666,190.5921
200.47227,188.92311
201.52641,190.45767
198.67957,188.8542
198.72748,186.25577
183.80452,186.36285
190.80139,169.7584
198.65652,183.51329
183.37082,191.20921
166.52113,167.26738
140.56874,148.239
113.83864,116.91927
77.712555,95.31102
44.7076,57.567352
27.385988,33.53303
14.861744,26.69014
11.05095,17.15012
14.068054,15.943692
25.910679,22.389648
37.025394,37.72539
36.201122,46.384735
40.448307,36.091534
44.551865,47.647305
37.45099,46.83848
27.305134,33.502842
14.344478,23.550251
4.0594673,8.558958
2.234252,4.5749073
1.5853561,6.8110466
1.012342,5.5527306
0.828393,5.7512345
0.737631,5.811095
0.95020294,3.906308
3.037885,5.2872396
9.693175,8.645508
2.0512478,16.364832
2.1641269,1.498933
1.0791539,6.7364073
0.744842,3.3581028
0.721988,3.7358565
0.69358,4.05909
0.737347,3.4325435
0.72861904,4.7578063
0.74423206,5.337342
0.749661,4.970598
0.751783,6.1510186
0.76641005,9.128866
0.69616103,8.36622
0.787484,5.533009
0.932109,6.167421
0.705307,5.0938487
0.82372296,5.100515
1.0510811,6.719674
1.035561,6.6624618
0.887605,7.512702
0.89072895,6.583523
0.95382005,6.58913
0.895846,6.859461
0.80663794,7.1517377
0.994377,5.8876805
1.860175,5.866249
6.799289,6.942691
10.267494,14.05721
14.776355,16.205511
25.413628,20.283195
35.153687,34.908943
60.871525,40.124268
90.275826,75.317795
111.235435,96.6152
104.273766,110.93485
107.48063,92.12429
101.79818,101.95619
81.648445,90.08524
59.55383,65.5203
36.99965,45.884247
22.268166,27.184456
10.475992,19.509495
7.2825103,10.757484
4.182578,12.091126
2.2380428,8.5771265
1.645841,9.298969
0.99830204,6.8398156
0.78523505,4.802618
0.851557,5.1629853
0.931364,4.0884366
0.87332505,4.7906294
0.767032,6.3192654
0.80939806,5.748183
0.82718295,5.9083114
0.871434,4.525329
1.210083,4.375602
1.165532,6.325748
0.767767,5.713973
0.86545295,5.6015434
1.008813,6.06918
1.481166,5.4115057
2.3228319,6.5021644
12.195565,8.455307
31.555122,23.376068
38.41915,47.041462
40.105568,44.069183
42.12415,43.629585
35.550117,45.274364
27.491642,34.679665
23.211737,25.075617
20.87827,24.380432
13.082803,24.390446
6.123465,14.376142
3.177261,7.731179
2.744832,7.27477
5.1869674,7.47433
13.141315,10.96007
18.035654,22.731976
14.278103,24.363811
16.873922,15.951705
9.237671,23.678831
5.4945464,8.446989
2.534295,9.073099
1.068936,6.3874598
1.043339,4.846111
1.111197,5.8279853
1.170126,5.274912
1.372574,4.8441186
1.118631,6.6342344
0.82558495,5.587687
0.780146,5.8633885
0.771502,6.0071344
0.794398,5.101278
0.797197,4.3558464
0.77905905,7.262202
0.79793,8.3137665
0.778576,7.337992
0.744857,9.507107
0.754643,7.680827
0.749216,7.601419
0.654396,7.9220734
3.181673,6.7509813
8.275361,12.742011
8.190228,18.964846
8.220429,14.653643
6.78142,15.802491
4.66411,12.94568
2.6772048,10.181515
1.902257,7.6094456
1.150522,7.460823
0.708134,7.197282
0.87798697,7.437327
1.303577,6.3741484
2.2258089,6.6107388
1.872791,8.711803
0.90622103,7.085671
1.109662,6.5088067
0.93941903,7.5538793
0.83291,6.7793813
0.84612405,7.058693
4.386324,6.466132
12.214637,10.84656
10.152633,20.468271
6.7996264,11.417928
3.667398,10.02172
4.7847853,5.5891647
1.929042,8.693447
0.963075,4.693907
1.4599329,5.9485435
1.22832,11.676073
0.839263,9.459723
0.953553,6.688633
0.90517503,7.1883144
1.818493,5.8884377
2.309964,7.1698823
1.246105,7.854806
1.1464709,6.0224185
1.218882,6.4662
1.1247109,6.924912
0.894321,6.2940316
0.83056,6.0949636
0.901721,6.4244
0.847406,6.7397723
0.8589789,7.012774
0.865469,6.345091
0.831517,6.723165
0.82689995,6.768848
0.8998839,6.739521
0.88160497,7.0582156
0.85977995,6.7512836
0.86582005,6.262619
0.862285,6.586448
0.85712,6.2101016
0.85551894,6.0520105
0.86265904,5.770911
0.85241205,6.0498934
0.864357,5.8097186
0.860709,6.2292576
0.877881,6.2067456
0.868424,6.612952
0.888097,7.0607395
0.913597,7.3091393
0.911597,6.3123374
0.911314,6.3823633
0.918403,6.8267884
0.932575,6.8491406
0.881755,6.6826468
0.85377496,6.755693
0.868606,7.446455
0.89958704,6.738391
0.889592,6.665628
0.88677305,8.117745
0.91326106,8.383604
0.894983,8.287264
0.889978,8.6657295
0.90481496,7.898811
0.910885,7.3516707
0.912364,3.5218744
0.91440403,3.6411536
1.273675,5.554395
1.041896,6.1519637
1.276983,5.6651754
0.960055,10.398651
1.210223,8.199387
1.087667,8.633803
2.042705,7.589218
3.565195,9.222904
6.26589,10.39232
10.903489,14.437297
13.542683,19.411224
13.509485,21.71391
10.282621,18.763153
9.466973,13.968865
8.93436,16.041475
6.3685303,13.53591
8.049602,10.358762
13.790348,15.261827
19.23372,22.526089
13.162689,27.089912
7.171706,13.491953
6.1498713,8.193013
7.635775,10.74885
8.328823,13.787668
6.145862,14.420065
6.136869,10.281545
5.2165513,12.132521
6.265001,9.1447935
5.311865,11.974673
6.1383033,8.841775
4.633833,12.561902
1.7368531,8.307455
1.140077,6.0532084
1.137162,6.513628
1.07363,6.536641
0.92598295,6.6285076
0.814311,4.3966265
3.6327133,4.9187536
8.389835,11.056384
8.241558,14.720366
5.4012933,10.699779
2.678937,8.100416
2.950367,5.572549
8.585722,8.456255
12.275979,16.618721
23.382933,18.57868
23.045345,34.797367
21.722588,25.180326
24.024748,24.892979
18.825981,29.112568
15.69505,18.868898
14.5632515,18.59511
14.166473,17.89846
15.419538,17.834263
16.814217,20.18938
24.691587,21.451105
29.263704,33.569534
28.972305,35.357876
27.822754,31.652395
23.56729,30.256174
24.897017,23.546917
19.560205,30.84617
12.1284275,18.4652
13.764183,9.899486
19.027906,20.400145
19.675325,26.686317
20.404463,23.70244
21.527481,23.86021
20.335348,24.755573
25.50915,21.276585
28.032354,32.491447
21.754686,32.198048
15.701769,21.670551
14.008594,16.916935
17.025068,18.272978
24.1523,22.580406
29.18875,31.300934
34.557053,34.722206
39.463707,40.8574
31.599056,44.717464
29.49596,27.698128
27.872744,33.00843
22.911201,30.385397
24.472252,23.25611
22.895802,27.899448
23.618942,24.14534
17.898794,27.891216
12.661158,17.456463
9.697434,11.968606
9.766322,11.030853
9.849587,14.538033
7.5507493,14.790006
6.464547,11.161929
9.289827,11.186821
11.063766,16.267178
13.803139,15.816918
15.913786,16.92406
12.002271,19.400576
9.333291,12.739412
9.426005,12.333037
5.485159,13.249498
8.658958,8.282205
4.4226522,16.128136
2.956465,7.244812
2.701525,8.45979
1.113488,9.164994
1.208779,4.9858885
1.413121,7.111126
1.302397,7.3016787
0.81374294,6.7828574
0.71092606,6.1883316
0.743276,6.160037
0.802237,6.598809
0.753948,6.609225
0.74036,6.273989
0.750325,6.7103534
0.82900906,6.3560276
0.65658903,6.461919
0.692517,5.86316
0.866358,9.061051
0.806463,12.242579
0.773856,10.365741
0.902887,6.3372297
1.312105,7.149381
1.8230631,6.4877214
1.521094,7.706952
1.2273799,7.125626
1.290751,6.7034855
1.3662889,10.595451
1.175663,8.102809
0.86276,3.0990322
0.778643,1.5141646
0.767233,3.4544399
0.893114,8.890863
2.9956088,10.243953
3.9962862,11.146569
4.9752345,11.025727
5.035662,9.475194
6.35761,5.9683437
8.522883,11.087809
6.334051,13.316016
6.846216,8.238275
8.948711,9.345489
12.642316,12.277968
13.964986,16.778091
11.2557535,17.05836
12.048403,13.131679
11.811308,17.994852
13.09796,16.373455
15.34432,18.007294
16.76308,21.01728
15.043295,21.579674
14.883582,17.580528
17.22163,18.206873
19.372261,21.902435
17.024042,23.503193
15.794958,19.181244
16.371992,19.563185
17.548513,20.175999
19.099892,21.811039
22.575356,22.994051
23.915869,27.495575
20.887781,28.08363
19.950104,21.84706
21.751125,23.232632
20.1233,26.549263
19.618147,22.527037
18.874397,23.592844
17.765205,22.62749
14.913637,21.328411
13.356088,17.655523
16.098501,16.551327
18.444399,22.285776
24.46001,23.759064
29.438477,31.433052
34.053543,34.7534
21.97273,40.366512
16.364302,18.48814
13.171073,18.516764
12.595675,15.977724
10.692626,16.530956
5.7882705,14.68983
3.0404859,7.691571
1.841942,7.532782
1.454711,6.951777
1.1574409,6.242572
1.275596,5.983157
0.924528,6.3484855
1.4684,6.0504484
2.4543488,7.391426
2.21592,7.939547
1.371812,6.6148605
1.135685,6.185832
0.781848,7.11981
1.858591,6.476401
1.02847,7.992123
1.108079,5.895427
1.454062,7.248794
1.5058221,7.596745
1.7895421,6.877193
4.6281734,8.054899
3.3900201,13.536994
1.3835809,8.2972555
1.4096739,6.0949
1.507231,8.057098
1.1635569,7.849575
1.270988,7.6204233
1.09127,7.310608
0.953927,7.053372
0.876602,6.463109
0.842881,6.219937
0.84489304,7.3331165
0.817053,7.6573434
0.804031,7.1712155
0.77933997,6.665712
0.772355,6.6122046
0.668919,6.816038
0.85220397,6.576983
1.213467,6.229664
1.6718581,6.4441695
0.77985805,7.6122446
0.951418,5.4450326
1.071379,6.8284154
0.71895707,6.8211036
1.06373,6.263851
1.0872619,7.8642154
0.87808,6.6705513
0.67780405,6.936311
0.61681104,6.671999
0.542718,6.0074687
0.918453,4.909189
1.2068831,5.918499
1.9446961,6.55727
1.319737,7.6210775
0.98052,6.040857
0.728276,5.228516
0.693381,5.1024666
0.76838803,6.1718316
1.303793,4.958137
3.2768211,6.7704186
4.7091055,15.153145
6.4196987,13.28157
7.076638,15.58628
9.263974,10.3992405
12.531349,13.238452
14.816436,17.980007
19.492704,20.181507
25.436579,26.510017
29.148212,32.707756
30.007044,33.180557
29.688313,30.678682
28.83111,31.103762
30.2768,33.42866
29.8223,32.05056
29.968664,31.61392
29.662722,33.155567
23.998266,32.55946
21.784588,24.13789
26.293797,25.576147
28.503658,32.239613
26.637243,31.347803
28.169123,27.874367
30.678162,33.16508
27.018845,33.500023
25.896187,28.298168
22.513653,21.389595
19.980532,19.65074
18.810562,21.56865
15.101136,20.914265
13.9740925,15.789533
13.248879,17.151285
11.726065,15.219899
10.928201,13.220567
14.438956,13.552005
18.501125,19.116808
15.562232,23.173721
16.30316,18.2337
17.961657,22.665907
17.882227,23.717026
13.542875,21.366165
11.164223,11.596809
12.010595,12.189959
14.56529,15.103032
15.450877,17.654232
16.243126,18.440409
16.19422,19.439438
12.751776,18.947643
9.415639,14.881773
9.904175,12.4239435
15.127241,15.60302
21.041704,23.316755
22.002272,29.591686
23.202095,25.93349
24.108595,29.08865
24.34349,28.613682
18.976007,27.444359
13.161691,20.493704
8.999327,16.017647
6.0820084,12.67862
3.922425,7.065818
2.896514,5.5943537
3.986912,7.458215
4.873957,10.158994
6.703729,17.115898
11.255515,15.486172
16.29005,15.362284
16.97832,22.639223
10.7688,20.150373
4.100745,11.760336
2.543208,5.9543114
1.884548,6.3132358
1.00251,5.271388
0.786527,4.701455
0.781175,5.1091256
0.78663504,5.411545
0.78483003,5.516739
0.780335,6.618961
0.794176,7.191323
0.77973706,5.7872987
0.794065,5.612378
0.82380193,6.105321
0.821542,6.6555033
0.81377006,6.407296
0.82426405,5.579659
0.81834304,7.05692
0.809395,6.351861
0.842539,4.80376
0.838823,4.938653
0.852452,6.7809706
0.867384,7.0687447
0.860718,6.8013697
0.886257,5.4840956
0.847573,6.1845922
0.86855304,6.027285
0.86162597,6.333835
0.857126,6.165996
0.852596,6.0490294
0.85504794,6.2395744
0.88065106,6.7135963
0.85940003,6.3976803
0.76098,6.514471
0.66574305,5.6753116
1.381247,5.6059523
4.210412,6.3404727
5.8696303,10.504319
9.238825,10.654009
13.362855,14.87291
17.96448,18.205633
19.079802,23.381609
13.090893,22.74726
10.457564,13.560384
9.313119,14.31203
9.105317,13.395582
4.701763,12.91575
3.951662,11.556025
2.9734418,12.106638
2.134397,4.6872525
3.377293,5.381781
3.070922,7.6496344
1.938779,5.9461026
3.816216,6.2353687
5.188036,9.372216
6.593817,9.853722
9.281748,10.16408
5.926294,13.549745
8.28308,8.357693
9.007016,14.38462
7.739874,13.007692
4.6884694,10.968388
6.2121124,7.5680094
3.8571463,11.243216
2.01781,6.647516
1.321542,6.232329
1.339901,5.71341
1.0527209,6.548484
1.112222,6.077303
1.2074629,5.628774
0.96739393,6.9679866
1.454967,6.7196016
2.159951,6.922554
6.473978,7.4961977
11.058671,13.043135
10.717633,16.927284
20.417212,13.967834
33.828613,30.511154
41.943253,42.555565
39.000896,47.627922
32.895252,39.445568
23.239384,33.069416
22.641222,21.218061
22.959946,25.138811
23.277294,27.270338
49.351048,26.003948
80.123436,65.711876
76.25199,90.32185
72.085175,67.41508
93.8732,68.18556
99.53897,99.934105
80.32763,95.47543
58.264484,69.648346
48.736603,48.549847
44.664158,44.922585
49.48332,42.090454
47.08365,51.90331
30.415598,44.98644
18.139292,23.641466
11.522923,15.438408
10.370734,11.25439
12.785181,13.19441
21.683207,17.889156
22.738083,28.190004
23.314625,24.55905
27.94671,25.572643
30.979961,32.286335
25.28492,32.247158
24.339323,23.692844
22.204943,26.699396
20.351011,23.244091
14.677427,21.996948
7.2282805,14.343168
3.14169,7.373907
9.387417,6.5966177
9.175758,18.474955
7.017298,12.215633
12.388055,9.916628
15.313479,26.226048
25.214037,22.207739
33.797066,39.74786
29.85839,33.579006
37.827305,26.470755
32.1708,43.822487
35.010746,29.899946
28.451303,40.927654
18.801489,27.851944
17.263641,16.82618
20.646261,19.888716
22.637009,24.948545
21.936415,25.561462
19.44131,24.538874
13.316794,21.582039
16.153107,13.690089
10.546639,22.203653
6.736936,10.533574
6.394481,9.520054
5.7541285,11.152491
7.047026,9.725444
11.847486,12.129102
13.07709,19.518793
15.199406,16.366352
15.299517,19.543344
11.377243,18.22172
8.902347,11.89511
3.5979242,12.009046
1.8257891,5.765774
1.412593,6.7590456
2.11024,7.1667175
10.437925,8.0415125
5.587165,19.521713
2.408769,5.8229456
1.2960039,6.5999885
1.226997,8.474921
0.974623,6.2244782
0.840904,6.5479374
0.848585,6.316924
0.851344,5.9917793
0.885731,6.904159
0.922556,6.3908715
0.89523,6.275795
0.864479,6.910273
0.860683,6.0475864
0.849202,7.235991
0.84073997,6.740887
0.84099895,6.562748
0.84060097,6.228484
0.839001,5.960618
0.854701,5.593574
0.852736,6.1744256
0.898837,6.3167467
0.904021,7.0376706
0.835738,7.1220646
0.82757705,7.4971213
0.82526004,8.046568
0.821924,7.100731
0.831482,6.755237
0.81662595,4.4098973
0.79892504,5.1258497
0.846923,5.0103054
0.82549596,2.498925
0.810128,5.435367
0.806898,4.6437097
0.79666096,6.3643975
0.822831,7.790152
0.80143297,8.754163
0.83145195,8.322027
0.821377,5.0786743
0.79813594,4.532165
0.800032,4.963142
0.804069,6.953932
0.818005,8.068571
0.842123,7.477785
0.82694304,7.628966
0.79974204,6.320233
0.796588,6.3644667
0.806172,7.8226514
0.81398,6.4437666
0.83496004,6.879143
0.862607,6.2228427
0.877384,6.635431
0.8337569,6.633935
0.83830696,2.6107585
0.825099,1.6439563
0.849794,4.083576
0.84889007,5.020508
0.794638,8.303567
0.787888,7.3314943
0.784423,6.6296573
0.80196303,6.5633316
0.800334,4.9692907
0.838267,4.8447614
0.857524,3.6614623
0.83674395,5.5530195
0.864828,5.635069
0.83055097,6.2155533
0.82933605,5.986537
0.88092095,6.1262856
0.85634696,4.8228316
0.86696005,5.3413444
0.85259795,5.1858687
0.84735596,4.4339743
0.86408097,6.072626
0.866287,5.169852
0.904271,5.144073
0.903996,5.8302183
0.890152,5.7249517
0.906167,6.66923
0.892097,5.500356
0.88987696,5.329124
0.87360096,5.2345834
0.892889,4.347796
0.880017,5.4206247
0.88378197,4.5240364
0.869018,5.9320917
0.861209,5.8804
0.87818193,5.227619
0.894401,5.075358
0.883426,4.7727823
0.88089097,6.0249515
0.87092996,6.270641
0.91561395,6.6017747
0.913514,6.6488824
0.9045119,6.2365875
0.93261695,5.4810376
0.903419,5.849257
0.911565,6.253762
0.91728705,5.615896
0.901429,5.5799794
0.87887895,4.0562596
0.855765,4.3104215
0.847497,5.1978
0.84215,5.0782065
0.859522,4.1317463
0.88040894,3.9642036
0.905911,5.3584223
0.860172,5.84954
0.909363,6.1546707
0.90724206,5.3318987
0.89732,4.0878196
0.89777905,6.964893
0.930545,5.7317324
0.864461,4.307111
0.808047,5.3914046
0.741486,5.4894676
0.91582006,5.5512743
0.794231,6.5341024
0.964718,5.1709323
1.011733,3.19177
0.86655504,2.324099
0.88266504,5.268339
0.72879,5.6709237
0.821563,5.8434725
0.885143,7.3990088
0.90696704,7.241839
0.821214,7.0520716
0.707471,5.3670325
0.68552804,5.741297
0.855011,5.2433596
1.422903,6.6612787
1.5467039,7.8530455
1.052994,6.5864935
1.639308,6.9894633
3.318917,5.009747
2.27127,5.160087
1.9458709,4.3880115
2.637895,4.9625945
5.4686685,6.2904787
6.242732,10.41933
7.711331,8.393692
22.461231,10.068708
38.291985,34.757866
55.799732,55.881596
94.03352,66.984764
125.5392,117.6492
146.00313,136.59846
136.20354,152.84981
127.711945,129.52492
116.761955,123.23318
85.358025,106.340355
59.867626,63.62338
62.617065,47.581413
80.87159,68.33471
65.61647,89.56969
36.58608,52.92698
40.979824,21.428778
27.260979,51.058567
14.64261,17.155474
11.842634,13.084865
14.701795,19.30642
16.263811,13.048632
30.515999,15.673733
37.86303,52.54924
29.607403,44.438377
22.077341,25.383995
12.822669,21.311886
3.1734471,8.675378
3.3235462,1.4067415
18.219894,8.421609
31.245161,31.572027
22.387983,39.263206
19.013647,18.471313
27.752848,19.59932
49.877716,33.40174
55.203262,62.78068
16.755478,56.006554
11.3030205,-1.6993272
16.429766,17.281462
19.20038,21.01949
14.729782,23.342596
33.674755,15.359811
90.20716,49.755222
160.17255,122.40088
167.20316,173.47992
95.494255,159.16402
59.20795,52.957245
84.58621,44.466637
110.80499,101.03254
102.66263,117.91951
155.52225,89.46026
184.87009,166.24174
140.37685,179.77394
111.115776,103.01344
138.49554,97.59584
153.11223,142.9023
173.45457,147.62549
181.59766,171.46448
156.78539,171.2589
104.74254,132.21696
63.510773,69.71113
73.804825,43.24264
61.074047,86.56575
32.136703,51.576466
3.7177,23.69567
1.313143,-2.2894876
1.206389,7.374968
1.474438,2.4601073
1.254911,10.457498
1.072925,8.508255
